1	00:00:02.358	00:00:02.358	
2	00:00:02.359	00:00:04.717	
3	00:00:02.216	00:00:06.933	
4	00:00:02.264	00:00:09.197	
5	00:00:02.040	00:00:11.237	
6	00:00:02.104	00:00:13.341	
7	00:00:02.000	00:00:15.341	
8	00:00:01.984	00:00:17.325	
9	00:00:02.072	00:00:19.397	
10	00:00:02.040	00:00:21.437	
11	00:00:01.896	00:00:23.333	
12	00:00:02.056	00:00:25.389	
13	00:00:01.960	00:00:27.349	
14	00:00:02.224	00:00:29.573	
15	00:00:01.824	00:00:31.397	
16	00:00:02.064	00:00:33.461	
17	00:00:02.024	00:00:35.485	
18	00:00:02.040	00:00:37.525	
19	00:00:02.080	00:00:39.605	
20	00:00:02.016	00:00:41.621	
21	00:00:01.999	00:00:43.620	
22	00:00:01.986	00:00:45.606	
23	00:00:02.263	00:00:47.869	
24	00:00:02.112	00:00:49.981	
25	00:00:02.048	00:00:52.029	
26	00:00:02.088	00:00:54.117	
27	00:00:01.816	00:00:55.933	
28	00:00:02.136	00:00:58.069	
29	00:00:01.915	00:00:59.984	
30	00:00:01.986	00:01:01.970	
31	00:00:01.986	00:01:03.956	
32	00:00:01.943	00:01:05.899	
33	00:00:02.008	00:01:07.907	
34	00:00:01.736	00:01:09.643	
35	00:00:02.008	00:01:11.651	
36	00:00:02.024	00:01:13.675	
37	00:00:02.104	00:01:15.779	
38	00:00:02.080	00:01:17.859	
39	00:00:01.961	00:01:19.820	
40	00:00:01.989	00:01:21.809	
41	00:00:02.286	00:01:24.095	
42	00:00:02.055	00:01:26.150	
43	00:00:02.104	00:01:28.254	
44	00:00:02.060	00:01:30.314	
45	00:00:02.096	00:01:32.410	
46	00:00:02.160	00:01:34.570	
47	00:00:02.103	00:01:36.673	
48	00:00:02.089	00:01:38.762	
49	00:00:02.032	00:01:40.794	
50	00:00:02.040	00:01:42.834	
51	00:00:02.051	00:01:44.885	
52	00:00:02.141	00:01:47.026	
53	00:00:01.992	00:01:49.018	
54	00:00:02.079	00:01:51.097	
55	00:00:02.003	00:01:53.100	
56	00:00:01.988	00:01:55.088	
57	00:00:01.953	00:01:57.041	
58	00:00:01.993	00:01:59.034	
59	00:00:02.048	00:02:01.082	
60	00:00:01.910	00:02:02.992	
